"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Type","Length","Flags","Info"
"157","7.840741","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","178","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"158","7.840829","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","180","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"159","7.840863","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","195","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"160","7.840898","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","195","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"161","7.840930","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","194","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"162","7.848145","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53486","TCP","","74","0x010","443  >  53486 [ACK] Seq=1 Ack=611 Win=66816 Len=0"
"163","7.876607","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"164","7.879955","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1026","","Protected Payload (KP0)"
"165","7.880066","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","183","","Protected Payload (KP0)"
"166","7.882884","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53486","TLSv1.3","","1294","0x010","Server Hello, Change Cipher Spec"
"167","7.882884","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53486","TCP","","1294","0x018","443  >  53486 [PSH, ACK] Seq=1221 Ack=611 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"168","7.882884","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53486","TCP","","1294","0x010","443  >  53486 [ACK] Seq=2441 Ack=611 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"169","7.882884","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53486","TLSv1.3","","910","0x018","Application Data"
"170","7.895391","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"171","7.896213","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"172","7.896827","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"173","7.897280","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1288","","Protected Payload (KP0)"
"174","7.900726","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1128","","Protected Payload (KP0)"
"175","7.902081","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","53486","443","TCP","","74","0x010","53486  >  443 [ACK] Seq=611 Ack=2441 Win=131072 Len=0"
"176","7.902183","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","53486","443","TCP","","74","0x010","53486  >  443 [ACK] Seq=611 Ack=4497 Win=131072 Len=0"
"177","7.902226","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","93","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"178","7.902255","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","53486","443","TLSv1.3","","148","0x018","Change Cipher Spec, Application Data"
"179","7.904791","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"180","7.905872","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1288","","Protected Payload (KP0)"
"181","7.906433","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","85","","Protected Payload (KP0)"
"182","7.909368","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1288","","Protected Payload (KP0)"
"183","7.910844","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"184","7.912889","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"185","7.915029","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","279","","Protected Payload (KP0)"
"186","7.933953","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"187","7.934164","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","93","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"188","7.934219","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","98","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"189","7.934243","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","97","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"190","7.934272","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","97","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"191","7.934328","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","97","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"192","7.934368","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","97","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"193","7.945066","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53486","TLSv1.3","","1054","0x018","Application Data, Application Data"
"194","7.951423","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1180","","Protected Payload (KP0)"
"195","7.951635","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","123","","Protected Payload (KP0)"
"196","7.963889","208.115.231.90","192.168.45.28","443","53461","TCP","","66","0x010","443  >  53461 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"197","7.965739","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","94","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"198","7.969837","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","85","","Protected Payload (KP0)"
"199","7.970386","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","85","","Protected Payload (KP0)"
"200","7.995094","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","86","","Protected Payload (KP0)"
"201","7.997738","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","97","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"202","7.997832","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","53486","443","TCP","","74","0x010","53486  >  443 [ACK] Seq=685 Ack=5477 Win=130304 Len=0"
"203","8.029487","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"204","8.049346","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","86","","Protected Payload (KP0)"
"205","8.266029","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","260","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"206","8.307967","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"207","8.375856","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1231","","Protected Payload (KP0)"
"208","8.378140","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","87","","Protected Payload (KP0)"
"209","8.378380","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","228","","Protected Payload (KP0)"
"210","8.391568","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"211","8.391700","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","97","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"212","8.423550","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","92","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"213","8.423672","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","97","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"214","8.423695","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","261","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"215","8.423719","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","93","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"216","8.456313","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","86","","Protected Payload (KP0)"
"217","8.461358","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","85","","Protected Payload (KP0)"
"218","8.472296","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"219","8.533212","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1254","","Protected Payload (KP0)"
"220","8.533344","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","87","","Protected Payload (KP0)"
"221","8.533617","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","283","","Protected Payload (KP0)"
"222","8.548818","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"223","8.579717","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","97","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"224","8.579818","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","93","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"225","8.579842","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","194","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"226","8.626213","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"227","8.626213","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1288","","Protected Payload (KP0)"
"228","8.626316","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1051","","Protected Payload (KP0)"
"229","8.632895","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","86","","Protected Payload (KP0)"
"230","8.674716","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","97","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"231","8.706612","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:82c::200e","","","QUIC","","94","","Protected Payload (KP0), DCID=ebf6c9b0da39d3dd"
"232","8.735419","2404:6800:4007:82c::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","86","","Protected Payload (KP0)"
"233","9.002057","192.168.45.28","202.39.224.7","","","ICMP","8","58","","Echo (ping) request  id=0x0001, seq=1815/5895, ttl=255 (no response found!)"
"234","10.090787","192.168.45.28","192.168.45.13","","","DNS","","95","","Standard query 0x509d AAAA optimizationguide-pa.googleapis.com"
"235","10.091149","192.168.45.28","192.168.45.13","","","DNS","","95","","Standard query 0x29d1 A optimizationguide-pa.googleapis.com"
"236","10.091477","192.168.45.28","192.168.45.13","","","DNS","","95","","Standard query 0xa4c9 HTTPS optimizationguide-pa.googleapis.com"
"237","10.095583","192.168.45.28","192.168.45.13","","","DNS","","75","","Standard query 0x5123 AAAA www.youtube.com"
"238","10.096023","192.168.45.28","192.168.45.13","","","DNS","","75","","Standard query 0xda96 A www.youtube.com"
"239","10.096259","192.168.45.28","192.168.45.13","","","DNS","","75","","Standard query 0xa597 HTTPS www.youtube.com"
"240","10.098290","192.168.45.13","192.168.45.28","","","DNS","","224","","Standard query response 0x5123 AAAA www.youtube.com CNAME youtube-ui.l.google.com AAAA 2404:6800:4007:81e::200e AAAA 2404:6800:4007:821::200e AAAA 2404:6800:4007:820::200e AAAA 2404:6800:4007:81f::200e"
"241","10.140881","192.168.45.13","192.168.45.28","","","DNS","","207","","Standard query response 0x509d AAAA optimizationguide-pa.googleapis.com AAAA 2404:6800:4007:81b::200a AAAA 2404:6800:4007:817::200a AAAA 2404:6800:4007:819::200a AAAA 2404:6800:4007:81a::200a"
"242","10.140881","192.168.45.13","192.168.45.28","","","DNS","","152","","Standard query response 0xa4c9 HTTPS optimizationguide-pa.googleapis.com SOA ns1.google.com"
"243","10.142168","192.168.45.13","192.168.45.28","","","DNS","","365","","Standard query response 0xda96 A www.youtube.com CNAME youtube-ui.l.google.com A 172.217.160.142 A 216.58.196.174 A 142.250.71.14 A 142.250.195.46 A 142.250.195.78 A 142.250.77.174 A 142.250.182.14 A 142.250.182.46 A 142.250.182.78 A 142.250.182.110 A 142.250.182.142 A 142.250.183.238 A 142.250.193.110 A 142.250.193.142 A 142.250.193.174 A 142.250.205.238"
"244","10.142821","192.168.45.13","192.168.45.28","","","DNS","","351","","Standard query response 0x29d1 A optimizationguide-pa.googleapis.com A 142.250.77.106 A 142.250.77.170 A 142.250.182.10 A 142.250.182.42 A 142.250.182.74 A 142.250.182.106 A 142.250.182.138 A 142.250.183.234 A 142.250.193.106 A 142.250.193.138 A 142.250.193.170 A 142.250.205.234 A 142.250.76.42 A 142.250.195.42 A 142.250.195.74 A 142.250.195.106"
"245","10.147631","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::200a","53487","443","TCP","","86","0x002","53487  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 WS=256 SACK_PERM"
"246","10.147756","192.168.45.13","192.168.45.28","","","DNS","","124","","Standard query response 0xa597 HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS"
"247","10.177767","2404:6800:4007:81b::200a","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53487","TCP","","86","0x012","443  >  53487 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM WS=256"
"248","10.179571","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","86","0x002","53488  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 WS=256 SACK_PERM"
"249","10.179641","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53489","443","TCP","","86","0x002","53489  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 WS=256 SACK_PERM"
"250","10.210795","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53489","TCP","","86","0x012","443  >  53489 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM WS=256"
"251","10.211038","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","86","0x012","443  >  53488 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM WS=256"
"252","10.226742","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::200a","53487","443","TCP","","74","0x010","53487  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"253","10.226983","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::200a","53487","443","TLSv1.3","","1167","0x018","Client Hello (SNI=optimizationguide-pa.googleapis.com)"
"254","10.258018","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53489","443","TCP","","74","0x010","53489  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"255","10.258208","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"256","10.258234","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53489","443","TLSv1.3","","609","0x018","Client Hello (SNI=www.youtube.com)"
"257","10.258269","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TLSv1.3","","591","0x018","Client Hello (SNI=www.youtube.com)"
"258","10.266951","2404:6800:4007:81b::200a","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53487","TCP","","74","0x010","443  >  53487 [ACK] Seq=1 Ack=1094 Win=67840 Len=0"
"259","10.280602","192.168.45.28","192.168.45.13","","","DNS","","83","","Standard query 0x5448 AAAA api-partner.spotify.com"
"260","10.281213","192.168.45.28","192.168.45.13","","","DNS","","83","","Standard query 0xbc57 A api-partner.spotify.com"
"261","10.281859","192.168.45.28","192.168.45.13","","","DNS","","83","","Standard query 0x1522 HTTPS api-partner.spotify.com"
"262","10.290088","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","74","0x010","443  >  53488 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"263","10.299915","2404:6800:4007:81b::200a","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53487","TLSv1.3","","470","0x018","Server Hello, Change Cipher Spec, Application Data"
"264","10.323499","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TLSv1.3","","1294","0x010","Server Hello, Change Cipher Spec"
"265","10.323963","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1221 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"266","10.323963","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=2441 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"267","10.325318","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=3661 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"268","10.325672","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=4881 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"269","10.325672","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TLSv1.3","","909","0x018","Application Data"
"270","10.334794","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::200a","53487","443","TLSv1.3","","148","0x018","Change Cipher Spec, Application Data"
"271","10.334906","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::200a","53487","443","TLSv1.3","","166","0x018","Application Data"
"272","10.334930","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::200a","53487","443","TLSv1.3","","500","0x018","Application Data"
"273","10.334951","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::200a","53487","443","TLSv1.3","","173","0x018","Application Data"
"274","10.366157","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=518 Ack=2441 Win=131072 Len=0"
"275","10.366280","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=518 Ack=4881 Win=131072 Len=0"
"276","10.366312","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=518 Ack=6936 Win=131072 Len=0"
"277","10.366338","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TLSv1.3","","148","0x018","Change Cipher Spec, Application Data"
"278","10.366366","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TLSv1.3","","166","0x018","Application Data"
"279","10.366414","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","1374","0x010","53488  >  443 [ACK] Seq=684 Ack=6936 Win=131072 Len=1300 [TCP segment of a reassembled PDU]"
"280","10.366462","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TLSv1.3","","343","0x018","Application Data"
"281","10.366903","2404:6800:4007:81b::200a","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53487","TLSv1.3","","1072","0x018","Application Data, Application Data"
